Recommended taxon name,Recommended taxon version,Reporting category,Designation,Designation abbreviation
Alopecurus bulbosus,NBNSYS0000002661,Rare and scarce species (not based on IUCN criteria),Nationally Scarce. Excludes Red Listed taxa,NS-excludes
Alopecurus bulbosus,NBNSYS0000002661,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Alopecurus bulbosus,NBNSYS0000002661,Red listing based on 2001 IUCN guidelines,Least concern,RedList_ENG_post2001-LC
Alopecurus geniculatus,NBNSYS0000002657,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Alopecurus geniculatus,NBNSYS0000002657,Red listing based on 2001 IUCN guidelines,Least concern,RedList_ENG_post2001-LC
Alopecurus magellanicus,NBNSYS0200001716,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Alopecurus magellanicus,NBNSYS0200001716,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_ENG_post2001-NT
Alopecurus myosuroides,NHMSYS0000455779,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Alopecurus myosuroides,NHMSYS0000455779,Red listing based on 2001 IUCN guidelines,Least concern,RedList_ENG_post2001-LC
Alopecurus myosuroides,NHMSYS0000455779,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Alopecurus pratensis,NBNSYS0000002656,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Alopecurus pratensis,NBNSYS0000002656,Red listing based on 2001 IUCN guidelines,Least concern,RedList_ENG_post2001-LC
Althaea officinalis,NBNSYS0000003139,Rare and scarce species (not based on IUCN criteria),Nationally Scarce. Excludes Red Listed taxa,NS-excludes
Althaea officinalis,NBNSYS0000003139,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Althaea officinalis,NBNSYS0000003139,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_ENG_post2001-NT
Alyssum alyssoides,NBNSYS0000002859,Wildlife and Countryside Act 1981,Schedule 8,WACA-Sch8
Ammophila arenaria,NBNSYS0000002629,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Ammophila arenaria,NBNSYS0000002629,Red listing based on 2001 IUCN guidelines,Least concern,RedList_ENG_post2001-LC
Anacamptis morio,NHMSYS0000455893,The Wildlife (Northern Ireland) Order 1985,Schedule 8 - Part 1,W(NI)O-Sch8_part1
Anacamptis morio,NHMSYS0000455893,EC Cites,Annex B,ECCITES-B
Anacamptis morio,NHMSYS0000455893,Red listing based on 2001 IUCN guidelines,Near Threatened,RedList_GB_post2001-NT
Anacamptis morio,NHMSYS0000455893,Red listing based on 2001 IUCN guidelines,Vulnerable,RedList_ENG_post2001-VU
Anacamptis morio,NHMSYS0000455893,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
Anacamptis pyramidalis,NBNSYS0000002347,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Anacamptis pyramidalis,NBNSYS0000002347,Red listing based on 2001 IUCN guidelines,Least concern,RedList_ENG_post2001-LC
Anagallis arvensis,NBNSYS0000003943,Red listing based on 2001 IUCN guidelines,Least concern,RedList_GB_post2001-LC
Anagallis arvensis,NBNSYS0000003943,Red listing based on 2001 IUCN guidelines,Least concern,RedList_ENG_post2001-LC
Anagallis arvensis,NBNSYS0000003943,Biodiversity Lists - Scotland,Scottish Biodiversity List,Scottish_Biodiversity_List
